id,problem name,description,constraints,examples,difficulty level,date-time
223,The Village Census," The village of Numoria is conducting a census. For each villager’s name recorded, the census officer needs to count how many times each name appears.

Function Description:
 Complete the function countVillagers with the following parameter(s):
names: A list of strings representing villagers' names.

Print:
 For each unique name, print its count in the format: name count
",1 ≤ len(names) ≤ 10^5; 1 ≤ len(names[i]) ≤ 100,"[
  {
    ""input"": ""john mary john alice mary"",
    ""output"": ""john 2\nmary 2\nalice 1"",
    ""explanation"": ""Counts: john → 2, mary → 2, alice → 1.""
  }
]",Easy,
224,The Scholar's Vocabulary Test," In the Academy of Lexicons, a scholar needs to verify if a word exists in his vast dictionary collection. Given a set of valid words, check if a queried word is present.

Function Description:
 Complete the function isWordPresent with the following parameter(s):
    dictionary: A set of strings representing valid words.
    query: A string representing the word to check.

Print:
 Print ""Yes"" if present, else ""No"".
",1 ≤ len(dictionary) ≤ 10^5; 1 ≤ len(query) ≤ 100,"[
  {
    ""input"": ""dictionary = {\""arcane\"", \""mystic\"", \""alchemy\""}\nquery = \""mystic\"""",
    ""output"": ""Yes"",
    ""explanation"": ""The word 'mystic' exists in the dictionary.""
  }
]",Easy,
225,The Alchemist's Rare Elements," An alchemist records the number of rare elemental stones he possesses. Given a list of element types and their quantities, help him find out which element he has the most of.

Function Description:
 Complete the function findMostAbundantElement with the following parameter(s):
elements: A dictionary mapping element names to their quantities.

Print:
 Print the name of the element with the highest quantity.
",1 ≤ len(elements) ≤ 10^5,"[
  {
    ""input"": ""{\""fire\"": 12, \""water\"": 7, \""earth\"": 20, \""air\"": 15}"",
    ""output"": ""earth"",
    ""explanation"": ""'earth' has the highest quantity of 20.""
  }
]",Easy,
226,The Tower of Plates," In the bustling kitchens of Castle Ironfork, plates are stacked high after a royal feast. The steward wants to clean them in the reverse order they were used (last plate on top is cleaned first). Simulate this stacking and cleaning process.

Function Description:
 Complete the function cleanPlates with the following parameter(s):
plates: A list of strings representing plate names stacked from bottom to top.

Print:
 Print the plate names in the order they are cleaned (last-in, first-out).
",1 ≤ len(plates) ≤ 10^5; 1 ≤ len(plates[i]) ≤ 100,"[
  {
    ""input"": ""silver gold bronze"",
    ""output"": ""bronze\ngold\nsilver"",
    ""explanation"": ""Plates are removed from the top of the stack first: bronze, gold, silver.""
  }
]",Easy,
227,The Potion Queue," In the potion brewing hall, apprentices queue up to get their potions tested by the master alchemist. The testing follows the arrival order (first-in, first-out). Simulate this queue processing.

Function Description:
 Complete the function testPotions with the following parameter(s):
apprentices: A list of strings representing apprentice names in arrival order.

Print:
 Print the names in the order their potions are tested.
",1 ≤ len(apprentices) ≤ 10^5; 1 ≤ len(apprentices[i]) ≤ 100,"[
  {
    ""input"": ""Elena Marco Sorin"",
    ""output"": ""Elena\nMarco\nSorin"",
    ""explanation"": ""Apprentices are tested in the same order they arrived: Elena, Marco, Sorin.""
  }
]",Easy,
228,The Balanced Scrolls of Eldoria," In Eldoria, scrolls with magic runes contain parentheses to structure spells. A scroll is considered valid if every opening bracket has a corresponding closing bracket. Determine if a given scroll has balanced parentheses.

Function Description:
 Complete the function isBalancedScroll with the following parameter(s):
scroll: A string consisting of '(' and ')' characters.

Print:
 Print ""Balanced"" if the parentheses are balanced, else print ""Unbalanced"".
",1 ≤ len(scroll) ≤ 10^5,"[
  {
    ""input"": ""(()())"",
    ""output"": ""Balanced"",
    ""explanation"": ""Each opening parenthesis has a matching closing one in correct order.""
  }
]",Easy,
229,The Scroll Unrolling Order," The librarian of the Spiral Archives stores ancient scrolls in a spiral rack. To access them, scrolls are removed in reverse order of placement. Simulate this scroll unrolling using a stack.

Function Description:
 Complete the function unrollScrolls with the following parameter(s):
scrolls: A list of strings representing scroll names placed in order.

Print:
 Print scroll names in the order they are retrieved.
",1 ≤ len(scrolls) ≤ 10^5; 1 ≤ len(scrolls[i]) ≤ 100,"[
  {
    ""input"": ""history magic alchemy"",
    ""output"": ""alchemy\nmagic\nhistory"",
    ""explanation"": ""Scrolls are retrieved in last-in, first-out order: alchemy, magic, history.""
  }
]",Easy,
230,The Knight's Battle Queue," During a jousting tournament, knights line up to challenge the reigning champion. Battles happen in order of arrival. Simulate the battle queue and print the order of matches.

Function Description:
 Complete the function battleQueue with the following parameter(s):
knights: A list of strings representing the names of knights in arrival order.

Print:
 Print each knight's name as they challenge the champion.
",1 ≤ len(knights) ≤ 10^5; 1 ≤ len(knights[i]) ≤ 100,"[
  {
    ""input"": ""Arthur Lancelot Gawain"",
    ""output"": ""Arthur\nLancelot\nGawain"",
    ""explanation"": ""Knights challenge in the order they entered the queue: Arthur, Lancelot, Gawain.""
  }
]",Easy,
231,The Ranger’s Lost Amulet," Deep in the Whispering Woods, a ranger has lost his enchanted amulet. Among a scattered collection of relics, he needs to check if the amulet is present. Help him search through the list.

Function Description:
 Complete the function findAmulet with the following parameter(s):
    relics: A list of strings representing the names of relics.
    target: A string representing the lost amulet's name.

Print:
 Print ""Found"" if the amulet is present, else print ""Missing"".
",1 ≤ len(relics) ≤ 10^5; 1 ≤ len(target) ≤ 100,"[
  {
    ""input"": ""relics = [\""orb\"", \""staff\"", \""amulet\"", \""ring\""]\ntarget = \""amulet\"""",
    ""output"": ""Found"",
    ""explanation"": ""The amulet exists in the collection, so 'Found' is printed.""
  }
]",Easy,
232,The Royal Library's Scroll Locator," In the grand Royal Library, scrolls are arranged in alphabetical order. Given a scroll’s title, the librarian wants to quickly locate its position using an efficient search.

Function Description:
 Complete the function locateScroll with the following parameter(s):
    scrolls: A sorted list of strings representing scroll titles.
    title: A string representing the scroll title to search for.

Print:
 Print the index (0-based) of the scroll if found, else print -1.
",1 ≤ len(scrolls) ≤ 10^5; 1 ≤ len(title) ≤ 100,"[
  {
    ""input"": ""scrolls = [\""alchemy\"", \""herbology\"", \""necromancy\"", \""transmutation\""]\ntitle = \""necromancy\"""",
    ""output"": ""2"",
    ""explanation"": ""'necromancy' is found at index 2.""
  }
]",Easy,
233,The Enchanter's Rune Finder," An enchanter has a list of rune stones, each engraved with a magical power level. He needs to find the rune stone with a specific power level to complete his spell.

Function Description:
 Complete the function findRune with the following parameter(s):
    runes: A list of integers representing power levels of rune stones.
    power: An integer representing the required power level.

Print:
 Print ""Rune found"" if present, else print ""Rune missing"".
",1 ≤ len(runes) ≤ 10^5; 1 ≤ power ≤ 10^9,"[
  {
    ""input"": ""runes = [10, 20, 30, 40, 50]\npower = 30"",
    ""output"": ""Rune found"",
    ""explanation"": ""A rune with power level 30 exists in the list.""
  }
]",Easy,
234,The Treasure Map Coordinates," A pirate is searching for buried treasure using a map with marked coordinates. He wants to know if a particular coordinate exists among the treasure spots.

Function Description:
 Complete the function findTreasureSpot with the following parameter(s):
coordinates: A list of integers representing marked treasure spots.
spot: An integer representing the coordinate to search for.

Print:
 Print ""Treasure found"" if the spot exists, else print ""No treasure here"".
",1 ≤ len(coordinates) ≤ 10^5; 1 ≤ spot ≤ 10^9,"[
  {
    ""input"": ""coordinates = [100, 200, 300, 400, 500]\nspot = 400"",
    ""output"": ""Treasure found"",
    ""explanation"": ""Spot 400 is marked on the treasure map.""
  }
]",Easy,
235,The Alchemist's Secret Formula Index," An alchemist stores his secret formulas in a numbered ledger. Given a sorted list of formula numbers, he wants to quickly find the index of a specific formula.

Function Description:
 Complete the function findFormulaIndex with the following parameter(s):
    formulas: A sorted list of integers representing formula numbers.
    query: An integer representing the formula number to find.

Print:
 Print the index (0-based) if found, else print -1.
",1 ≤ len(formulas) ≤ 10^5; 1 ≤ query ≤ 10^9,"[
  {
    ""input"": ""formulas = [101, 205, 309, 412, 518]\nquery = 309"",
    ""output"": ""2"",
    ""explanation"": ""Formula 309 is located at index 2.""
  }
]",Easy,
236,The Merchant's Gem Sorting," In the bustling markets of Eldoria, a merchant displays precious gems in a chaotic pile. To attract noble buyers, he wants to arrange them in ascending order of their weight. Help the merchant sort his collection.

Function Description:
 Complete the function sortGems with the following parameter(s):
gems: A list of integers representing the weight of each gem.

Print:
 Print the sorted weights in ascending order, separated by spaces.
",1 ≤ len(gems) ≤ 10^5; 1 ≤ gems[i] ≤ 10^9,"[
  {
    ""input"": ""30 10 20 40"",
    ""output"": ""10 20 30 40"",
    ""explanation"": ""The gems are arranged from lightest to heaviest: 10, 20, 30, 40.""
  }
]",Easy,
237,The Alchemist's Ingredient Order," In his secret laboratory, an alchemist mixes ingredients for a powerful potion. The potency of each ingredient is critical and must be added in increasing order. Sort the list of ingredient potencies to assist him.

Function Description:
 Complete the function sortIngredients with the following parameter(s):
potencies: A list of integers representing the potency of each ingredient.

Print:
 Print the sorted potencies in ascending order, separated by spaces.
",1 ≤ len(potencies) ≤ 10^5; 1 ≤ potencies[i] ≤ 10^9,"[
  {
    ""input"": ""5 2 8 3 1"",
    ""output"": ""1 2 3 5 8"",
    ""explanation"": ""The ingredients are ordered from weakest to strongest: 1, 2, 3, 5, 8.""
  }
]",Easy,
238,The Royal Archers’ Accuracy Test,"The King’s archery contest records the scores of each participant. To declare the winner, scores must be arranged in descending order. Help the King sort the scores accordingly.

Function Description:
 Complete the function sortScores with the following parameter(s):
scores: A list of integers representing the scores of archers.

Print:
 Print the sorted scores in descending order, separated by spaces.
",1 ≤ len(scores) ≤ 10^5; 1 ≤ scores[i] ≤ 10^9,"[
  {
    ""input"": ""50 70 60 90 80"",
    ""output"": ""90 80 70 60 50"",
    ""explanation"": ""Higher scores are shown first: 90, 80, 70, 60, 50.""
  }
]",Easy,
239,The Scrolls of Time Order," In the ancient Archives of Time, scrolls are scattered out of chronological order. The historian wishes to arrange them by year to understand the timeline. Sort the scrolls based on their year of origin.

Function Description:
 Complete the function sortScrollsByYear with the following parameter(s):
    years: A list of integers representing the year each scroll was written.

Print:
 Print the years in ascending order, separated by spaces.",1 ≤ len(years) ≤ 10^5; 1 ≤ years[i] ≤ 10^9,"[
  {
    ""input"": ""1450 1200 1300 1500 1400"",
    ""output"": ""1200 1300 1400 1450 1500"",
    ""explanation"": ""Scrolls are now in correct historical order: 1200, 1300, 1400, 1450, 1500.""
  }
]",Easy,
240,The Treasure Hunter’s Gold Sorting," In the ancient Archives of Time, scrolls are scattered out of chronological order. The historian wishes to arrange them by year to understand the timeline. Sort the scrolls based on their year of origin.

Function Description:
 Complete the function sortScrollsByYear with the following parameter(s):
years: A list of integers representing the year each scroll was written.

Print:
 Print the years in ascending order, separated by spaces.",1 ≤ len(purityLevels) ≤ 10^5; 1 ≤ purityLevels[i] ≤ 10^9,"[
  {
    ""input"": ""22 18 24 20 19"",
    ""output"": ""24 22 20 19 18"",
    ""explanation"": ""Coins are now arranged from purest to least pure: 24, 22, 20, 19, 18.""
  }
]",Easy,
241,The Sorcerer's Energy Orbs," A sorcerer collects n energy orbs, each with a certain power level. To perform a grand ritual, he needs to find two orbs whose combined power is closest to a target value t, without exceeding it. Help the sorcerer choose wisely.

Function Description:
 Complete the function closestOrbPair with the following parameter(s):
    orbs: A list of integers representing the power levels of the orbs.
    t: An integer representing the target power level.

Print:
 Print the maximum combined power of any two orbs that is less than t. If no such pair exists, print -1.
","2 ≤ len(orbs) ≤ 10^5; 1 ≤ orbs[i], t ≤ 10^9","[
  {
    ""input"": ""orbs = [40, 50, 60, 70]\nt = 100"",
    ""output"": ""90"",
    ""explanation"": ""The best pair is (40, 50) with a combined power of 90.""
  }
]",Medium,
242,The Dragon's Scale Puzzle,"A dragon guards an array of enchanted scales, each with a numerical value. A hero wants to know how many continuous subarrays have a sum exactly equal to a magic number k. The dragon challenges you to solve it.

Function Description:
Complete the function countMagicSubarrays with the following parameter(s):
    scales: A list of integers representing the values of the dragon's scales.
    k: An integer representing the target subarray sum.

Print:
Print the number of continuous subarrays whose sum equals k.
",1 ≤ len(scales) ≤ 10^5; -10^4 ≤ scales[i] ≤ 10^4; -10^9 ≤ k ≤ 10^9,"[
  {
    ""input"": ""scales = [1, 2, 3, -1, 2]\nk = 3"",
    ""output"": ""2"",
    ""explanation"": ""There are two continuous subarrays whose sum equals 3: [1, 2] → 1 + 2 = 3, [3] → 3.\nNo other continuous subarray in the list sums to exactly 3.\nThe hero reports this to the dragon, passing the challenge with wit and precision.""
  }
]",Medium,
243,The King's Valley Peaks,"In the King's valley, a row of watchtowers of varying heights stand tall. The King wants to identify all ""peaks""—a peak is a tower taller than its immediate neighbors. Find all the indices of these peaks.

Function Description:
 Complete the function findPeaks with the following parameter(s):
towers: A list of integers representing the heights of the towers.

Print:
 Print the indices of all peak towers, separated by spaces. If no peaks exist, print -1.
",3 ≤ len(towers) ≤ 10^5; 1 ≤ towers[i] ≤ 10^9,"[
  {
    ""input"": ""towers = [1, 3, 2, 4, 3, 5, 4]"",
    ""output"": ""1 3 5"",
    ""explanation"": ""Towers at indices 1, 3, and 5 are taller than their neighbors.""
  }
]",Medium,
244,The Desert Caravan’s Water Challenge," A desert caravan tracks the water consumption of its members over n days. They wish to calculate the maximum total consumption in any sliding window of size k days to plan future expeditions.

Function Description:
 Complete the function maxWaterConsumption with the following parameter(s):
    consumption: A list of integers representing daily water consumption.
    k: An integer representing the window size.

Print:
 Print the maximum total water consumption in any window of k consecutive days.
",1 ≤ k ≤ len(consumption) ≤ 10^5; 0 ≤ consumption[i] ≤ 10^4,"[
  {
    ""input"": ""consumption = [3, 5, 2, 6, 7, 1, 4]\nk = 3"",
    ""output"": ""15"",
    ""explanation"": ""The window [6, 7, 1] has the highest total consumption of 15.""
  }
]",Medium,
245,The Rune Collector's Odd Frequency Hunt," A rune collector gathers magical stones, each marked with a number. Some stones are duplicates, but there's always one stone that appears an odd number of times. Find this special stone.

Function Description:
 Complete the function findOddStone with the following parameter(s):
    stones: A list of integers representing rune stone numbers.

Print:
 Print the number of the stone that appears an odd number of times.
",1 ≤ len(stones) ≤ 10^5; 1 ≤ stones[i] ≤ 10^9; It is guaranteed that exactly one element appears an odd number of times.,"[
  {
    ""input"": ""stones = [5, 3, 5, 3, 7, 7, 9]"",
    ""output"": ""9"",
    ""explanation"": ""Stone number 9 appears once, which is an odd count.""
  }
]",Medium,
246,The Scribe’s Anagram Scroll," In the ancient city of Lexiconia, a royal scribe is tasked with verifying if two scrolls contain the same set of characters, merely rearranged. Such scrolls are called “anagrams”. Given two scrolls, determine if they are anagrams of each other.

Function Description:
 Complete the function areAnagrams with the following parameter(s):
    s1: A string representing the first scroll’s content.
    s2: A string representing the second scroll’s content.

Print:
 Print ""YES"" if they are anagrams, otherwise print ""NO"".
","1 ≤ len(s1), len(s2) ≤ 10^5; The strings contain only lowercase English letters.","[
  {
    ""input"": ""listen\nsilent"",
    ""output"": ""YES"",
    ""explanation"": ""Both strings contain the same characters in a different order.""
  },
]",Medium,
247,The Palindrome Mirror of Arcanum," In the mystical land of Arcanum, a mirror reflects only palindromic phrases. Given a string, determine the longest palindromic substring it contains.

Function Description:
 Complete the function longestPalindromeSubstring with the following parameter(s):
   s: A string representing the input phrase.

Print:
 Print the longest palindromic substring",1 ≤ len(s) ≤ 10^3,"[
  {
    ""input"": ""babad"",
    ""output"": ""bab"",
    ""explanation"": ""Both 'bab' and 'aba' are valid answers. Either can be printed.""
  }
]",Medium,
248,The Cryptographer’s Unique Password," A cryptographer in Numerica is developing secure passwords. She wants to count how many substrings of a given string contain all unique characters (no repeats). Help her count these substrings.

Function Description:
 Complete the function countUniqueSubstrings with the following parameter(s):
    s: A string representing the password.

Print:
 Print the number of substrings where all characters are unique.
",1 ≤ len(s) ≤ 10^4; The string contains only lowercase English letters.,"[
  {
    ""input"": ""abc"",
    ""output"": ""6"",
    ""explanation"": ""Unique substrings: 'a', 'b', 'c', 'ab', 'bc', 'abc'.""
  }
]",Medium,
249,The Wizard’s Spell Compression," A wizard records his spells as long repetitive sequences. To save parchment, he wants to compress strings by representing consecutive identical characters as the character followed by its count. Implement this basic compression.

Function Description:
 Complete the function compressSpell with the following parameter(s):
   spell: A string representing the spell sequence.

Print:
 Print the compressed version of the spell. If the compressed string is not shorter, print the original string.
",1 ≤ len(spell) ≤ 10^5; The string contains only lowercase English letters.,"[
  {
    ""input"": ""aabcccccaaa"",
    ""output"": ""a2b1c5a3"",
    ""explanation"": ""Groups are compressed as character + count: a2b1c5a3.""
  }
]",Medium,
250,The Secret Decoder's Pattern Finder," A secret society encrypts messages using patterns that repeat themselves. Given a string, determine the smallest substring that, when repeated, forms the entire string. If no such substring exists, the string itself is the smallest pattern.

Function Description:
 Complete the function smallestRepeatingPattern with the following parameter(s):
    message: A string representing the encoded message.

Print:
 Print the smallest repeating substring pattern.
",1 ≤ len(message) ≤ 10^4; The string contains only lowercase English letters.,"[
  {
    ""input"": ""ababab"",
    ""output"": ""ab"",
    ""explanation"": ""Repeating 'ab' forms the entire string.""
  }
]",Medium,
251,The Alchemist’s Element Set," An alchemist gathers various elemental ingredients from different realms. He wants to know how many unique elements he has collected so far to create a powerful potion. Help the alchemist find the count of unique elements.

Function Description:
 Complete the function countUniqueElements with the following parameter(s):
elements: A list of strings representing elemental ingredients collected.

Print:
 Print the number of unique elements.
",1 ≤ len(elements) ≤ 10^5; Each element is a lowercase string of length ≤ 10.,"[
  {
    ""input"": ""fire water earth fire air water"",
    ""output"": ""4"",
    ""explanation"": ""Unique elements are fire, water, earth, and air.""
  }
]",Medium,
252,The Merchant’s Duplicate Check,"A merchant wants to ensure no duplicate items are sold in his shop on a given day. Given a list of item IDs sold, determine if any item is sold more than once.

Function Description:
 Complete the function hasDuplicates with the following parameter(s):
items: A list of integers representing item IDs sold.

Print:
 Print ""YES"" if duplicates exist, otherwise print ""NO"".
",1 ≤ len(items) ≤ 10^5; 1 ≤ items[i] ≤ 10^9,"[
  {
    ""input"": ""10 20 30 40 10"",
    ""output"": ""YES"",
    ""explanation"": ""Item ID 10 appears twice.""
  }
]",Medium,
253,The Librarian’s Book Sort," A librarian organizes books by their categories. However, the categories are mixed in a list. Help her find the category that appears most frequently.

Function Description:
 Complete the function mostFrequentCategory with the following parameter(s):
categories: A list of strings representing book categories.

Print:
 Print the category with the highest frequency. If multiple categories tie, print any one.
",1 ≤ len(categories) ≤ 10^5; Each category is a lowercase string ≤ 20 characters.,"[
  {
    ""input"": ""history science history math science history"",
    ""output"": ""history"",
    ""explanation"": ""'history' appears 3 times, more than others.""
  }
]",Medium,
254,The Treasure Map’s Duplicate Coordinates," A treasure map lists several coordinates, but some spots are marked multiple times. Identify all coordinates that appear more than once.
Function Description:
 Complete the function findDuplicateCoordinates with the following parameter(s):
coords: A list of tuples, each tuple containing two integers (x, y).

Print:
 Print the duplicate coordinates, each on a new line, in any order. If none, print ""None"".
","1 ≤ len(coords) ≤ 10^5; -10^9 ≤ x, y ≤ 10^9","[
  {
    ""input"": ""(1, 2) (3, 4) (1, 2) (5, 6) (3, 4)"",
    ""output"": ""(1, 2)\n(3, 4)"",
    ""explanation"": ""Coordinates (1, 2) and (3, 4) repeat.""
  }
]",Medium,
255,The Wizard’s Spellbook History," A wizard records spells in a spellbook. Over time, the same spell may appear multiple times. He wants to know how many spells have been cast an odd number of times.

Function Description:
 Complete the function countOddCastSpells with the following parameter(s):
spells: A list of strings representing spell names.

Print:
 Print the number of spells cast an odd number of times.
",1 ≤ len(spells) ≤ 10^5; Each spell is a lowercase string ≤ 20 characters.,"[
  {
    ""input"": ""fireball lightning fireball heal lightning lightning"",
    ""output"": ""2"",
    ""explanation"": ""'fireball' cast 2 times (even), 'lightning' 3 times (odd), 'heal' 1 time (odd).""
  }
]",Medium,
256,The Castle’s Defense Queue," In Castle Fortis, warriors line up to defend the gates. The commander wants to know which warrior will be next to defend after a series of warriors have been called and sent into battle. Given a list of warriors in the queue and a number k, find the warrior who will be at the front after k warriors have gone.

Function Description:
 Complete the function nextDefender with the following parameter(s):
    warriors: A list of strings representing warrior names in queue order.
    k: An integer representing how many warriors have gone into battle.

Print:
 Print the name of the warrior who will be next to defend.
","1 ≤ len(warriors) ≤ 10^5; 0 ≤ k ≤ len(warriors); Each name is lowercase, length ≤ 20.","[
  {
    ""input"": ""arthur lancelot galahad merlin 2"",
    ""output"": ""galahad"",
    ""explanation"": ""After 2 warriors leave, 'galahad' is at the front.""
  }
]",Medium,
257,The Sorcerer’s Spell Reversal," A sorcerer writes spells backward for secrecy. Given a sequence of spell commands pushed onto a stack, determine the order in which they will be revealed when popped.

Function Description:
 Complete the function revealSpells with the following parameter(s):
    spells: A list of strings representing spells pushed in order.

Print:
 Print the spells in the order they will be popped, separated by spaces.
","1 ≤ len(spells) ≤ 10^5; Each spell is lowercase, length ≤ 20.","[
  {
    ""input"": ""fireball frostbolt heal shield"",
    ""output"": ""shield heal frostbolt fireball"",
    ""explanation"": ""Stack pops spells in reverse order.""
  }
]",Medium,
258,The Messenger’s Message Queue," A royal messenger has a queue of messages to deliver. Each message has a priority number. The messenger wants to process messages in order of arrival but prioritize any message with priority above a certain threshold by moving it to the front. Simulate this process.

Function Description:
 Complete the function prioritizedQueue with the following parameter(s):
messages: A list of tuples (message_id, priority).
threshold: An integer priority threshold.

Print:
 Print the message IDs in the order they will be delivered.
",1 ≤ len(messages) ≤ 10^5; 1 ≤ priority ≤ 10^9,"[
  {
    ""input"": ""[(1, 5), (2, 10), (3, 3), (4, 12)]\nthreshold = 8"",
    ""output"": ""2 4 1 3"",
    ""explanation"": ""Messages with priority >8 (2, 4) moved to front, preserving their relative order.""
  }
]",Medium,
259,The Dungeon Escape Stack," A hero navigates a dungeon using a stack to track rooms visited. Each room visited is pushed onto the stack. When a trap triggers, the hero backtracks by popping k rooms off the stack. Determine the current room the hero is in after backtracking.

Function Description:
 Complete the function currentRoom with the following parameter(s):
rooms: A list of strings representing the rooms visited in order.
k: An integer representing how many rooms the hero backtracks.

Print:
 Print the name of the current room or ""Start"" if no rooms remain.
",1 ≤ len(rooms) ≤ 10^5; 0 ≤ k ≤ len(rooms),"[
  {
    ""input"": ""hall kitchen armory library 3"",
    ""output"": ""hall"",
    ""explanation"": ""Backtracked 3 rooms, remaining room is 'hall'.""
  }
]",Medium,
260,The Potion Brewing Queue," In a magical lab, potions are brewed in a queue. Each potion takes time t_i to brew. Given the brewing times and the number of potions n, calculate the total time to brew all potions if only one potion is brewed at a time.

Function Description:
 Complete the function totalBrewTime with the following parameter(s):
brew_times: A list of integers representing brewing times of potions.

Print:
 Print the total time required to brew all potions sequentially.
",1 ≤ len(brew_times) ≤ 10^5; 1 ≤ brew_times[i] ≤ 10^4,"[
  {
    ""input"": ""4 3 2 1"",
    ""output"": ""10"",
    ""explanation"": ""Sum of all times: 4+3+2+1 = 10.""
  }
]",Medium,
261,The Lost Explorer’s Beacon," An explorer lost in a vast forest has set up multiple beacons with unique signal strengths. To locate the nearest help, he needs to find the beacon with a specific signal strength from a list of beacons sorted by strength. Help him determine the position of the beacon in the list.

Function Description:
 Complete the function findBeacon with the following parameter(s):
    beacons: A sorted list of integers representing beacon signal strengths.
    target: An integer representing the signal strength to find.

Print:
 Print the 0-based index of the beacon if found; otherwise, print -1.
",1 ≤ len(beacons) ≤ 10^6; Signal strengths are sorted in ascending order.,"[
  {
    ""input"": ""2 5 8 10 14\n10"",
    ""output"": ""3"",
    ""explanation"": ""Beacon with strength 10 is at index 3.""
  }
]",Medium,
262,The Library’s Missing Book,"A librarian has a sorted shelf of book IDs. One book is missing, causing a gap. Find the smallest missing book ID assuming the IDs are consecutive integers starting from the first ID.

Function Description:
 Complete the function findMissingBook with the following parameter(s):
books: A sorted list of integers representing book IDs.

Print:
 Print the smallest missing book ID.
",1 ≤ len(books) ≤ 10^5,"[
  {
    ""input"": ""101 102 103 105 106"",
    ""output"": ""104"",
    ""explanation"": ""104 is missing from the consecutive sequence.""
  }
]",Medium,
263,The Artifact Collector’s Search," An artifact collector maintains a collection sorted by rarity score. Given a rarity score, determine if the artifact exists in the collection and print its index.

Function Description:
 Complete the function artifactSearch with the following parameter(s):
    artifacts: A sorted list of integers representing artifact rarity scores.
    rarity: The rarity score to search for.

Print:
 Print the index if found; otherwise, print -1.
",1 ≤ len(artifacts) ≤ 10^6,"[
  {
    ""input"": ""3 7 15 23 42 57\n23"",
    ""output"": ""3"",
    ""explanation"": ""Artifact with rarity 23 is at index 3.""
  }
]",Medium,
264,The Codebreaker’s Secret Number," A codebreaker receives a sorted list of secret numbers but suspects one number appears multiple times. Determine the first and last positions of the suspect number.

Function Description:
 Complete the function findNumberRange with the following parameter(s):
    numbers: A sorted list of integers.
    suspect: The number to find.

Print:
 Print two integers separated by a space — the first and last positions of the suspect. If not found, print ""-1 -1"".
",1 ≤ len(numbers) ≤ 10^6,"[
  {
    ""input"": ""5 7 7 7 9 12 15\n7"",
    ""output"": ""1 3"",
    ""explanation"": ""The number 7 appears from index 1 to index 3.""
  }
]",Medium,
265,The Hunter’s Target Zone," A hunter tracks animals moving in a straight line with their locations sorted. He wants to find how many animals lie within a specific range [low, high].

Function Description:
 Complete the function countInRange with the following parameter(s):
    locations: A sorted list of integers representing animal positions.
    low: An integer, start of the range.
    high: An integer, end of the range.

Print:
 Print the number of animals within the inclusive range.
",1 ≤ len(locations) ≤ 10^6; low ≤ high,"[
  {
    ""input"": ""1 3 5 7 9 11\n4 10"",
    ""output"": ""3"",
    ""explanation"": ""Animals at positions 5, 7, 9 lie in [4, 10].""
  }
]",Medium,
266,The Knight’s Tournament Ranking," In the kingdom of Eldoria, knights compete in tournaments earning scores after each match. The grandmaster wants the final leaderboard sorted by scores in descending order. Given the list of knights’ scores, help the grandmaster sort and print them.

Function Description:
 Complete the function sortScoresDescending with the following parameter(s):
    scores: A list of integers representing knights’ scores.

Print:
 Print the sorted scores in descending order, space-separated.
",1 ≤ len(scores) ≤ 10^5; 1 ≤ scores[i] ≤ 10^9,"[
  {
    ""input"": ""50 20 70 40 90"",
    ""output"": ""90 70 50 40 20"",
    ""explanation"": ""The scores are sorted in descending order.""
  }
]",Medium,
267,The Farmer’s Crop Harvest,"A farmer harvests crops daily and records the yield weights. He wants to arrange the harvest days from least to greatest yield to plan storage better. Sort the harvest weights in ascending order.

Function Description:
 Complete the function sortHarvestAscending with the following parameter(s):
harvests: A list of integers representing daily crop yields.

Print:
 Print the sorted harvest weights in ascending order, space-separated.
",1 ≤ len(harvests) ≤ 10^5; 1 ≤ harvests[i] ≤ 10^6,"[
  {
    ""input"": ""300 150 450 200 100"",
    ""output"": ""100 150 200 300 450"",
    ""explanation"": ""The harvest weights are sorted in ascending order.""
  }
]",Medium,
268,The Architect’s Blueprint Layers,"An architect organizes blueprint layers by their complexity level. Each layer is represented by an integer complexity score. Sort the layers so the simplest is first and the most complex last.

Function Description:
 Complete the function sortLayers with the following parameter(s):
layers: A list of integers representing layer complexity scores.

Print:
 Print the sorted list of complexity scores in ascending order.
",1 ≤ len(layers) ≤ 10^5; 1 ≤ layers[i] ≤ 10^6,"[
  {
    ""input"": ""7 3 9 1 4"",
    ""output"": ""1 3 4 7 9"",
    ""explanation"": ""The layers are sorted in ascending order of complexity.""
  }
]",Medium,
269,The Artisan’s Tool Set," An artisan has tools with different ages in years. To decide which tools to replace first, she wants them sorted from oldest to newest.

Function Description:
 Complete the function sortToolsByAge with the following parameter(s):
tools: A list of integers representing tool ages in years.

Print:
 Print the tool ages sorted descending, space-separated",1 ≤ len(tools) ≤ 10^5; 1 ≤ tools[i] ≤ 100,"[
  {
    ""input"": ""5 12 3 8 10"",
    ""output"": ""12 10 8 5 3"",
    ""explanation"": ""The tools are sorted in descending order of age.""
  }
]",Medium,
